AICTE ID,NAME,PROGRAMME,UNIVERSITY,LEVEL OF COURSE,COURSE,INTAKE,ADDRESS,ZONE,CITY,DISTRICT,STATE,INSTITUTE TYPE,,
1-36964969802,ALPHA INSTITUE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA(GENERAL MANAGEMENT),120,NH-46 BAIRAGRH KHUMAN SHYAMPUR DIST SEHORE PIN 466651,THANGOAN,MAHESHWAR,SEHORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36964762581,DHAR COLLEGE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,"157, 160 VILLAGE GYANPURA",RATIBAD,BHOPAL,DHAR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36964762581,DHAR COLLEGE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (BANKING AND FINANCE MANAGEMENT),120,"157, 160 VILLAGE GYANPURA",RATIBAD,BHOPAL,DHAR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36964865441,VIKRAMADITYA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MASTERS OF BUSINESS ADMINISTRATION,180,KHASRA NO 12/2 RATIBAD BHOPAL,"TIGARIA RAO, PRAGATI VIHAR",INDORE,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965239898,SHRI KHERAPATI SARKAR COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (FINANCE),60,"GWALIOR ROAD, INDERGARH, DATIA",BHATKHERA,NEEMUCH,DATIA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965239898,SHRI KHERAPATI SARKAR COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (RURAL MANAGEMENT),60,"GWALIOR ROAD, INDERGARH, DATIA",BHATKHERA,NEEMUCH,DATIA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965239898,SHRI KHERAPATI SARKAR COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(HOSPITALITY MANAGEMENT),60,"GWALIOR ROAD, INDERGARH, DATIA",BHATKHERA,NEEMUCH,DATIA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965239898,SHRI KHERAPATI SARKAR COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (BANKING INSURANCE AND FINANCIAL SERVICE),60,"GWALIOR ROAD, INDERGARH, DATIA",BHATKHERA,NEEMUCH,DATIA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965239898,SHRI KHERAPATI SARKAR COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (HEALTHCARE AND HOSPITAL MANAGEMENT),60,"GWALIOR ROAD, INDERGARH, DATIA",BHATKHERA,NEEMUCH,DATIA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965240348,RAMCHANDRA MANGAL COLLEGE BHATKHERA,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (BANKING AND FINANCIAL SERVICES),180,MHOW NEEMUCH ROAD BHATKHERA NEEMUCH,"DATODA, MHOW",MHOW,NEEMUCH,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965240348,RAMCHANDRA MANGAL COLLEGE BHATKHERA,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(BUSINESS MANAGEMENT),120,MHOW NEEMUCH ROAD BHATKHERA NEEMUCH,"DATODA, MHOW",MHOW,NEEMUCH,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965081030,SYNERGY INSTITUTE OF MANAGEMENT MAHESHWAR,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,THANGOAN MAHESHWAR,"SOLSINDA, SANWER ROAD",INDORE,KHARGONE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965081030,SYNERGY INSTITUTE OF MANAGEMENT MAHESHWAR,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (MARKETING AND FINANCE),120,THANGOAN MAHESHWAR,"SOLSINDA, SANWER ROAD",INDORE,KHARGONE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965186951,INDORE INTERNATIONAL COLLEGE SOLSINDA,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"VILLAGE -SOLSINDA,SANWER ROAD,INDORE","INDERGARH, DATIA",,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36965186951,INDORE INTERNATIONAL COLLEGE SOLSINDA,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"VILLAGE -SOLSINDA,SANWER ROAD,INDORE","INDERGARH, DATIA",,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487954871,SAHIB INSTITUTE OF MANAGEMENT AND RESEARCH INDORE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,255/1/1/2 GRAM MOROD KHANDWA ROAD INDORE,GRAM ALWASA,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487954871,SAHIB INSTITUTE OF MANAGEMENT AND RESEARCH INDORE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,255/1/1/2 GRAM MOROD KHANDWA ROAD INDORE,GRAM ALWASA,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487954871,SAHIB INSTITUTE OF MANAGEMENT AND RESEARCH INDORE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,255/1/1/2 GRAM MOROD KHANDWA ROAD INDORE,GRAM ALWASA,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487954871,SAHIB INSTITUTE OF MANAGEMENT AND RESEARCH INDORE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,255/1/1/2 GRAM MOROD KHANDWA ROAD INDORE,GRAM ALWASA,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487955515,MODERN INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,"GRAM ALWASA, BEHIND REVATI RANGE, SANWER ROAD, INDORE",453 KHANDWA ROAD,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487955515,MODERN INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,"GRAM ALWASA, BEHIND REVATI RANGE, SANWER ROAD, INDORE",453 KHANDWA ROAD,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486965647,SRI PARASHURAM INSTITUTE OF TECHNOLOGY AND RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,GRAM DHANORA(JASWADI) KHANDWA M.P,VILLAGE BINEKI,JABALPUR,KHANDWA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486965647,SRI PARASHURAM INSTITUTE OF TECHNOLOGY AND RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,GRAM DHANORA(JASWADI) KHANDWA M.P,VILLAGE BINEKI,JABALPUR,KHANDWA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487339766,S.G.B.M. INSTITUTE OF TECHNOLOGY & SCIENCE,MANAGEMENT,"RANI DURGAVATI VISHWAVIDYALAYA, JABALPUR",POST GRADUATE,MBA,60,"VILLAGE BINEKI, PATAN ROAD, TEHSIL PATAN, JABALPUR. MADHYA PRADESH",GRAM MOROD,KHANDWA ROAD,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36487339766,S.G.B.M. INSTITUTE OF TECHNOLOGY & SCIENCE,MANAGEMENT,"RANI DURGAVATI VISHWAVIDYALAYA, JABALPUR",POST GRADUATE,MBA,60,"VILLAGE BINEKI, PATAN ROAD, TEHSIL PATAN, JABALPUR. MADHYA PRADESH",GRAM MOROD,KHANDWA ROAD,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36490915125,MATHURADEVI INSTITUTE OF TECHNOLOGY & MANAGEMENT,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,60,"GARIPIPLIYA, AATH MEEL, NEMAWAR ROAD, INDORE",GRAM BARDARI,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36490915125,MATHURADEVI INSTITUTE OF TECHNOLOGY & MANAGEMENT,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,60,"GARIPIPLIYA, AATH MEEL, NEMAWAR ROAD, INDORE",GRAM BARDARI,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36491650522,IMI BUSINESS SCHOOL,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"GRAM BARDARI, BEHIND CHOKI DHANI, KHANDWA ROAD, INDORE",GRAM MOROD,KHANDWA ROAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36491650522,IMI BUSINESS SCHOOL,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (BUSINESS ECONOMICS),60,"GRAM BARDARI, BEHIND CHOKI DHANI, KHANDWA ROAD, INDORE",GRAM MOROD,KHANDWA ROAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36491650522,IMI BUSINESS SCHOOL,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"GRAM BARDARI, BEHIND CHOKI DHANI, KHANDWA ROAD, INDORE",GRAM MOROD,KHANDWA ROAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36491650522,IMI BUSINESS SCHOOL,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"GRAM BARDARI, BEHIND CHOKI DHANI, KHANDWA ROAD, INDORE",GRAM MOROD,KHANDWA ROAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36491650522,IMI BUSINESS SCHOOL,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (BUSINESS ECONOMICS),60,"GRAM BARDARI, BEHIND CHOKI DHANI, KHANDWA ROAD, INDORE",GRAM MOROD,KHANDWA ROAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36491650522,IMI BUSINESS SCHOOL,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"GRAM BARDARI, BEHIND CHOKI DHANI, KHANDWA ROAD, INDORE",GRAM MOROD,KHANDWA ROAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488097978,ARIHANT COLLEGE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,"453 KHANDWA ROAD, INDORE",NATHU BARKHERA ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488097978,ARIHANT COLLEGE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"453 KHANDWA ROAD, INDORE",NATHU BARKHERA ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488097978,ARIHANT COLLEGE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,"453 KHANDWA ROAD, INDORE",NATHU BARKHERA ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488097978,ARIHANT COLLEGE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"453 KHANDWA ROAD, INDORE",NATHU BARKHERA ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488199816,MILLENNIUM INSTITUTE OF TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,240,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",GARIPIPLIYA,INDORE,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488199816,MILLENNIUM INSTITUTE OF TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",GARIPIPLIYA,INDORE,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488199816,MILLENNIUM INSTITUTE OF TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,240,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",GARIPIPLIYA,INDORE,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36488199816,MILLENNIUM INSTITUTE OF TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",GARIPIPLIYA,INDORE,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486639601,XAVIER INSTITUTE OF DEVELOPMENT ACTION AND STUDIES - XIDAS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,30,"4TH MILE, MANDLA ROAD, TILHARI, JABALPUR, M. P. - 482021",GRAM DHANORA(JASWADI),KHANDWA,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486639601,XAVIER INSTITUTE OF DEVELOPMENT ACTION AND STUDIES - XIDAS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(RURAL MANAGEMENT),30,"4TH MILE, MANDLA ROAD, TILHARI, JABALPUR, M. P. - 482021",GRAM DHANORA(JASWADI),KHANDWA,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486639601,XAVIER INSTITUTE OF DEVELOPMENT ACTION AND STUDIES - XIDAS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,30,"4TH MILE, MANDLA ROAD, TILHARI, JABALPUR, M. P. - 482021",GRAM DHANORA(JASWADI),KHANDWA,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486639601,XAVIER INSTITUTE OF DEVELOPMENT ACTION AND STUDIES - XIDAS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(RURAL MANAGEMENT),30,"4TH MILE, MANDLA ROAD, TILHARI, JABALPUR, M. P. - 482021",GRAM DHANORA(JASWADI),KHANDWA,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471290634,MAHARANA PRATAP COLLEGE OF TECHNOLOGY,MANAGEMENT,"JIWAJI UNIVERSITY, GWALIOR",POST GRADUATE,MBA,60,"PUTLIGHAR ROAD, NEAR JIWAJI UNIVERSITY, MORAR, GWALIOR",VILLAGE SURASA AGAR ROAD,UJJAIN,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471290634,MAHARANA PRATAP COLLEGE OF TECHNOLOGY,MANAGEMENT,"JIWAJI UNIVERSITY, GWALIOR",POST GRADUATE,MBA,60,"PUTLIGHAR ROAD, NEAR JIWAJI UNIVERSITY, MORAR, GWALIOR",VILLAGE SURASA AGAR ROAD,UJJAIN,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471291377,SHRI GURU SANDIPANI INSTITUTE OF MANAGEMENT,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA,180,"VILLAGE SURASA AGAR ROAD ,UJJAIN",SANWER ROAD,INDORE,UJJAIN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471291377,SHRI GURU SANDIPANI INSTITUTE OF MANAGEMENT,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA (FINANCIAL ADMINISTRATION),60,"VILLAGE SURASA AGAR ROAD ,UJJAIN",SANWER ROAD,INDORE,UJJAIN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471291377,SHRI GURU SANDIPANI INSTITUTE OF MANAGEMENT,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA (HUMAN RESOURCE MANAGEMENT ),60,"VILLAGE SURASA AGAR ROAD ,UJJAIN",SANWER ROAD,INDORE,UJJAIN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471291377,SHRI GURU SANDIPANI INSTITUTE OF MANAGEMENT,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA,180,"VILLAGE SURASA AGAR ROAD ,UJJAIN",SANWER ROAD,INDORE,UJJAIN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471291377,SHRI GURU SANDIPANI INSTITUTE OF MANAGEMENT,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA (FINANCIAL ADMINISTRATION),60,"VILLAGE SURASA AGAR ROAD ,UJJAIN",SANWER ROAD,INDORE,UJJAIN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36471291377,SHRI GURU SANDIPANI INSTITUTE OF MANAGEMENT,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA (HUMAN RESOURCE MANAGEMENT ),60,"VILLAGE SURASA AGAR ROAD ,UJJAIN",SANWER ROAD,INDORE,UJJAIN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36469544598,ACROPOLIS FACULTY OF MANAGEMENT & RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,300,"MANGLIA SADAK, SANWER, INDORE BYPASS, NEAR MANGLIA SQUARE, INDORE",VILL. SILDAD (SENDHWA),NIWALI,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36469544598,ACROPOLIS FACULTY OF MANAGEMENT & RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA(LOGISTICS AND SUPPLY CHAIN MANAGEMENT),60,"MANGLIA SADAK, SANWER, INDORE BYPASS, NEAR MANGLIA SQUARE, INDORE",VILL. SILDAD (SENDHWA),NIWALI,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36469544598,ACROPOLIS FACULTY OF MANAGEMENT & RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,300,"MANGLIA SADAK, SANWER, INDORE BYPASS, NEAR MANGLIA SQUARE, INDORE",VILL. SILDAD (SENDHWA),NIWALI,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36469544598,ACROPOLIS FACULTY OF MANAGEMENT & RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA(LOGISTICS AND SUPPLY CHAIN MANAGEMENT),60,"MANGLIA SADAK, SANWER, INDORE BYPASS, NEAR MANGLIA SQUARE, INDORE",VILL. SILDAD (SENDHWA),NIWALI,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36470942562,SARDAR VALLABH BHAI PATEL MAHAVIDYALAYA,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,"183/3, 183/4, 184/6 VILL. SILDAD (SENDHWA) TEH. NIWALI",PUTLIGHAR ROAD,GWALIOR,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36470942562,SARDAR VALLABH BHAI PATEL MAHAVIDYALAYA,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (FINANCIAL ADMINISTRATION),60,"183/3, 183/4, 184/6 VILL. SILDAD (SENDHWA) TEH. NIWALI",PUTLIGHAR ROAD,GWALIOR,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36470942562,SARDAR VALLABH BHAI PATEL MAHAVIDYALAYA,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"183/3, 183/4, 184/6 VILL. SILDAD (SENDHWA) TEH. NIWALI",PUTLIGHAR ROAD,GWALIOR,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36470942562,SARDAR VALLABH BHAI PATEL MAHAVIDYALAYA,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,"183/3, 183/4, 184/6 VILL. SILDAD (SENDHWA) TEH. NIWALI",PUTLIGHAR ROAD,GWALIOR,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36470942562,SARDAR VALLABH BHAI PATEL MAHAVIDYALAYA,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (FINANCIAL ADMINISTRATION),60,"183/3, 183/4, 184/6 VILL. SILDAD (SENDHWA) TEH. NIWALI",PUTLIGHAR ROAD,GWALIOR,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36470942562,SARDAR VALLABH BHAI PATEL MAHAVIDYALAYA,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"183/3, 183/4, 184/6 VILL. SILDAD (SENDHWA) TEH. NIWALI",PUTLIGHAR ROAD,GWALIOR,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36483427069,LAKSHMI NARAIN COLLEGE OF TECHNOLOGY EXCELLENCE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,"KHAJURI KHURD, RAISEN ROAD, BHOPAL",AGARIYA CHOPDA,RAISEN,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36483427069,LAKSHMI NARAIN COLLEGE OF TECHNOLOGY EXCELLENCE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"KHAJURI KHURD, RAISEN ROAD, BHOPAL",AGARIYA CHOPDA,RAISEN,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36483427069,LAKSHMI NARAIN COLLEGE OF TECHNOLOGY EXCELLENCE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,"KHAJURI KHURD, RAISEN ROAD, BHOPAL",AGARIYA CHOPDA,RAISEN,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36483427069,LAKSHMI NARAIN COLLEGE OF TECHNOLOGY EXCELLENCE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"KHAJURI KHURD, RAISEN ROAD, BHOPAL",AGARIYA CHOPDA,RAISEN,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486547504,FACULTY OF ENGINEERING AND TECHNOLOGY,MANAGEMENT,SAM GLOBAL UNIVERSITY,POST GRADUATE,MBA,180,"VILLAGE- AGARIYA CHOPDA, BHOPAL ROAD, RAISEN",MANDLA ROAD,JABALPUR,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36486547504,FACULTY OF ENGINEERING AND TECHNOLOGY,MANAGEMENT,SAM GLOBAL UNIVERSITY,POST GRADUATE,MBA,180,"VILLAGE- AGARIYA CHOPDA, BHOPAL ROAD, RAISEN",MANDLA ROAD,JABALPUR,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36474614294,IPS ACADEMY INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH SANWER CAMPUS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MASTERS OF BUSINESS ADMINISTRATION,150,"SANWER ROAD GRAM BADODIA KHAN, INDORE UJJAIN ROAD, SANWER MP",AIRPORT BYPASS ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36474614294,IPS ACADEMY INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH SANWER CAMPUS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA(FINANCIAL ADMINISTRATION),30,"SANWER ROAD GRAM BADODIA KHAN, INDORE UJJAIN ROAD, SANWER MP",AIRPORT BYPASS ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36474614294,IPS ACADEMY INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH SANWER CAMPUS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA(MARKETING MANAGEMENT),30,"SANWER ROAD GRAM BADODIA KHAN, INDORE UJJAIN ROAD, SANWER MP",AIRPORT BYPASS ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36474614294,IPS ACADEMY INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH SANWER CAMPUS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MASTERS OF BUSINESS ADMINISTRATION,150,"SANWER ROAD GRAM BADODIA KHAN, INDORE UJJAIN ROAD, SANWER MP",AIRPORT BYPASS ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36474614294,IPS ACADEMY INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH SANWER CAMPUS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA(FINANCIAL ADMINISTRATION),30,"SANWER ROAD GRAM BADODIA KHAN, INDORE UJJAIN ROAD, SANWER MP",AIRPORT BYPASS ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
